# Wavelength(micron) (rp/rs)^2 Error_bars
3.303078680929314448e+00 1.109471238004726586e-02 1.000000000000000082e-05
3.291678549873867432e+00 1.107304377321200253e-02 1.000000000000000082e-05
3.280317764834859595e+00 1.109541348344304963e-02 1.000000000000000082e-05
3.268996190014816339e+00 1.108609756693335925e-02 1.000000000000000082e-05
3.257713690084949931e+00 1.109732021471588649e-02 1.000000000000000082e-05
3.246470130183541247e+00 1.110122948648167504e-02 1.000000000000000082e-05
3.235265375914329500e+00 1.112618999505070490e-02 1.000000000000000082e-05
3.224099293344901085e+00 1.110760929609765600e-02 1.000000000000000082e-05
3.212971749005095301e+00 1.112530987765854122e-02 1.000000000000000082e-05
3.201882609885404740e+00 1.114139471614532424e-02 1.000000000000000082e-05
3.190831743435386336e+00 1.112275213767486247e-02 1.000000000000000082e-05
3.179819017562078187e+00 1.113690182722848476e-02 1.000000000000000082e-05
3.168844300628416377e+00 1.112075137048188639e-02 1.000000000000000082e-05
3.157907461451666897e+00 1.112862284438602585e-02 1.000000000000000082e-05
3.147008369301856234e+00 1.111931940653931861e-02 1.000000000000000082e-05
3.136146893900205068e+00 1.112419211432270384e-02 1.000000000000000082e-05
3.125322905417576180e+00 1.111203609770956661e-02 1.000000000000000082e-05
3.114536274472918365e+00 1.111482693470930774e-02 1.000000000000000082e-05
3.103786872131721886e+00 1.109686066502855659e-02 1.000000000000000082e-05
3.093074569904478377e+00 1.111705267115271380e-02 1.000000000000000082e-05
3.082399239745142960e+00 1.108619039229315900e-02 1.000000000000000082e-05
3.071760754049604358e+00 1.108804412811045109e-02 1.000000000000000082e-05
3.061158985654159004e+00 1.109358508514136400e-02 1.000000000000000082e-05
3.050593807833992699e+00 1.110573275611907024e-02 1.000000000000000082e-05
3.040065094301664494e+00 1.109473786759670316e-02 1.000000000000000082e-05
3.029572719205598119e+00 1.110253771807936420e-02 1.000000000000000082e-05
3.019116557128576961e+00 1.109293887776356853e-02 1.000000000000000082e-05
3.008696483086243045e+00 1.112064254159314709e-02 1.000000000000000082e-05
2.998312372525607561e+00 1.106067777856240344e-02 1.000000000000000082e-05
2.987964101323558719e+00 1.110895144852992560e-02 1.000000000000000082e-05
2.977651545785378939e+00 1.108075149307497821e-02 1.000000000000000082e-05
2.967374582643266923e+00 1.110161928560907812e-02 1.000000000000000082e-05
2.957133089054861053e+00 1.107308354621703607e-02 1.000000000000000082e-05
2.946926942601776123e+00 1.110592523797038211e-02 1.000000000000000082e-05
2.936756021288137397e+00 1.108906691202531276e-02 1.000000000000000082e-05
2.926620203539121334e+00 1.108986973486244393e-02 1.000000000000000082e-05
2.916519368199505191e+00 1.108781663967743809e-02 1.000000000000000082e-05
2.906453394532213519e+00 1.111129464465731263e-02 1.000000000000000082e-05
2.896422162216882867e+00 1.108600353317530478e-02 1.000000000000000082e-05
2.886425551348417162e+00 1.106511905540481441e-02 1.000000000000000082e-05
2.876463442435556850e+00 1.105805778100414812e-02 1.000000000000000082e-05
2.866535716399450706e+00 1.107082114274777866e-02 1.000000000000000082e-05
2.856642254572232531e+00 1.108196708446484990e-02 1.000000000000000082e-05
2.846782938695599618e+00 1.110415882539519776e-02 1.000000000000000082e-05
2.836957650919405438e+00 1.109039066393681730e-02 1.000000000000000082e-05
2.827166273800245655e+00 1.109413630437818335e-02 1.000000000000000082e-05
2.817408690300056140e+00 1.111839492760652130e-02 1.000000000000000082e-05
2.807684783784714089e+00 1.109186769796093215e-02 1.000000000000000082e-05
2.797994438022642694e+00 1.107839880718148977e-02 1.000000000000000082e-05
2.788337537183423809e+00 1.106843449697801282e-02 1.000000000000000082e-05
2.778713965836412392e+00 1.108963198306320459e-02 1.000000000000000082e-05
2.769123608949356719e+00 1.110265407872318075e-02 1.000000000000000082e-05
2.759566351887023483e+00 1.108246891902371460e-02 1.000000000000000082e-05
2.750042080409825562e+00 1.109220893174486106e-02 1.000000000000000082e-05
2.740550680672460437e+00 1.109600445760758856e-02 1.000000000000000082e-05
2.731092039222547285e+00 1.106747507710154413e-02 1.000000000000000082e-05
2.721666042999270285e+00 1.108362999733003562e-02 1.000000000000000082e-05
2.712272579332028144e+00 1.108108107902913003e-02 1.000000000000000082e-05
2.702911535939085841e+00 1.107891012992467950e-02 1.000000000000000082e-05
2.693582800926234810e+00 1.107054388020090908e-02 1.000000000000000082e-05
2.684286262785454458e+00 1.106797708338437894e-02 1.000000000000000082e-05
2.675021810393577670e+00 1.107003971301711437e-02 1.000000000000000082e-05
2.665789333010966544e+00 1.105877067707712429e-02 1.000000000000000082e-05
2.656588720280182336e+00 1.104592404789173088e-02 1.000000000000000082e-05
2.647419862224673626e+00 1.107131390844966375e-02 1.000000000000000082e-05
2.638282649247456479e+00 1.106936703249936267e-02 1.000000000000000082e-05
2.629176972129806611e+00 1.107645181872276077e-02 1.000000000000000082e-05
2.620102722029954645e+00 1.107154959215305400e-02 1.000000000000000082e-05
2.611059790481780496e+00 1.105654704781277274e-02 1.000000000000000082e-05
2.602048069393523733e+00 1.105905037546834127e-02 1.000000000000000082e-05
2.593067451046486838e+00 1.105752451681715071e-02 1.000000000000000082e-05
2.584117828093748237e+00 1.104633587663255041e-02 1.000000000000000082e-05
2.575199093558881991e+00 1.107799219551981566e-02 1.000000000000000082e-05
2.566311140834673488e+00 1.106879083935461035e-02 1.000000000000000082e-05
2.557453863681850681e+00 1.105109731065349182e-02 1.000000000000000082e-05
2.548627156227812218e+00 1.105386378860902935e-02 1.000000000000000082e-05
2.539830912965361343e+00 1.106206655576941547e-02 1.000000000000000082e-05
2.531065028751445567e+00 1.104596155142390825e-02 1.000000000000000082e-05
2.522329398805897682e+00 1.103681887851210366e-02 1.000000000000000082e-05
2.513623918710186977e+00 1.106506703273387598e-02 1.000000000000000082e-05
2.504948484406169129e+00 1.105587171177655967e-02 1.000000000000000082e-05
2.496302992194841863e+00 1.103402334858244113e-02 1.000000000000000082e-05
2.487687338735106390e+00 1.103033842626862521e-02 1.000000000000000082e-05
2.479101421042532394e+00 1.104302814429372961e-02 1.000000000000000082e-05
2.470545136488123905e+00 1.100523077894877133e-02 1.000000000000000082e-05
2.462018382797097615e+00 1.103346484533263873e-02 1.000000000000000082e-05
2.453521058047657633e+00 1.099860900448627193e-02 1.000000000000000082e-05
2.445053060669776901e+00 1.101141323781444810e-02 1.000000000000000082e-05
2.436614289443983505e+00 1.100281104933086528e-02 1.000000000000000082e-05
2.428204643500150528e+00 1.101016396103095610e-02 1.000000000000000082e-05
2.419824022316292123e+00 1.100242346882396305e-02 1.000000000000000082e-05
2.411472325717358700e+00 1.101716861692654363e-02 1.000000000000000082e-05
2.403149453874043218e+00 1.099344985202759147e-02 1.000000000000000082e-05
2.394855307301584801e+00 1.100658060359412799e-02 1.000000000000000082e-05
2.386589786858580808e+00 1.100881773118636379e-02 1.000000000000000082e-05
2.378352793745801996e+00 1.101773395973172989e-02 1.000000000000000082e-05
2.370144229505012134e+00 1.100066692157060204e-02 1.000000000000000082e-05
2.361963996017789391e+00 1.099735878967726850e-02 1.000000000000000082e-05
2.353811995504354826e+00 1.099125844458534625e-02 1.000000000000000082e-05
2.345688130522402659e+00 1.100515336173329625e-02 1.000000000000000082e-05
2.337592303965936757e+00 1.099266004615628844e-02 1.000000000000000082e-05
2.329524419064110230e+00 1.099183240431719083e-02 1.000000000000000082e-05
2.321484379380064134e+00 1.098134130902595797e-02 1.000000000000000082e-05
2.313472088809783500e+00 1.096471419197414879e-02 1.000000000000000082e-05
2.305487451580938707e+00 1.095233626014256549e-02 1.000000000000000082e-05
2.297530372251747721e+00 1.099298368658616250e-02 1.000000000000000082e-05
2.289600755709833457e+00 1.097302480049441170e-02 1.000000000000000082e-05
2.281698507171085577e+00 1.098470360544905218e-02 1.000000000000000082e-05
2.273823532178528062e+00 1.096021506886411465e-02 1.000000000000000082e-05
2.265975736601190338e+00 1.096595354988712939e-02 1.000000000000000082e-05
2.258155026632982398e+00 1.096351604272718765e-02 1.000000000000000082e-05
2.250361308791574366e+00 1.095864697680661026e-02 1.000000000000000082e-05
2.242594489917276501e+00 1.094848521135160201e-02 1.000000000000000082e-05
2.234854477171928533e+00 1.093190931644891402e-02 1.000000000000000082e-05
2.227141178037786773e+00 1.093768455507306350e-02 1.000000000000000082e-05
2.219454500316421885e+00 1.094843854053369030e-02 1.000000000000000082e-05
2.211794352127613994e+00 1.094138334646507088e-02 1.000000000000000082e-05
2.204160641908255780e+00 1.094803712299188651e-02 1.000000000000000082e-05
2.196553278411258692e+00 1.091188615483618986e-02 1.000000000000000082e-05
2.188972170704458264e+00 1.089125972362126049e-02 1.000000000000000082e-05
2.181417228169532763e+00 1.088457969276008033e-02 1.000000000000000082e-05
2.173888360500916495e+00 1.087605685507552454e-02 1.000000000000000082e-05
2.166385477704721563e+00 1.087926446384939946e-02 1.000000000000000082e-05
2.158908490097661392e+00 1.087214750031670514e-02 1.000000000000000082e-05
2.151457308305980476e+00 1.089563899040841069e-02 1.000000000000000082e-05
2.144031843264382342e+00 1.087813901425358984e-02 1.000000000000000082e-05
2.136632006214969515e+00 1.086103992839062074e-02 1.000000000000000082e-05
2.129257708706179475e+00 1.088736099901683844e-02 1.000000000000000082e-05
2.121908862591728617e+00 1.086910004148168053e-02 1.000000000000000082e-05
2.114585380029558870e+00 1.087071708850063413e-02 1.000000000000000082e-05
2.107287173480786091e+00 1.089859106001147063e-02 1.000000000000000082e-05
2.100014155708655128e+00 1.088149141067928059e-02 1.000000000000000082e-05
2.092766239777497983e+00 1.089533236296893852e-02 1.000000000000000082e-05
2.085543339051691536e+00 1.091734992485048593e-02 1.000000000000000082e-05
2.078345367194625481e+00 1.090144368276486746e-02 1.000000000000000082e-05
2.071172238167667601e+00 1.092920725306848612e-02 1.000000000000000082e-05
2.064023866229136139e+00 1.095590622667740564e-02 1.000000000000000082e-05
2.056900165933276181e+00 1.094863016218338390e-02 1.000000000000000082e-05
2.049801052129237799e+00 1.094616893936644839e-02 1.000000000000000082e-05
2.042726439960056428e+00 1.097512685669134805e-02 1.000000000000000082e-05
2.035676244861639450e+00 1.098739694764189548e-02 1.000000000000000082e-05
2.028650382561757670e+00 1.096653111975215769e-02 1.000000000000000082e-05
2.021648769079035013e+00 1.096434141496707530e-02 1.000000000000000082e-05
2.014671320721946213e+00 1.099833842625650045e-02 1.000000000000000082e-05
2.007717954087816281e+00 1.102309905549575877e-02 1.000000000000000082e-05
2.000788586061821750e+00 1.101668743702952265e-02 1.000000000000000082e-05
1.993883133816000131e+00 1.101650477737446329e-02 1.000000000000000082e-05
1.987001514808258484e+00 1.099223904725149178e-02 1.000000000000000082e-05
1.980143646781386879e+00 1.102298177381592741e-02 1.000000000000000082e-05
1.973309447762074287e+00 1.100769768422957436e-02 1.000000000000000082e-05
1.966498836059930255e+00 1.099259650551031274e-02 1.000000000000000082e-05
1.959711730266506580e+00 1.098172936404969574e-02 1.000000000000000082e-05
1.952948049254327190e+00 1.099308218211639092e-02 1.000000000000000082e-05
1.946207712175915150e+00 1.100830057308144205e-02 1.000000000000000082e-05
1.939490638462828764e+00 1.101394296322137818e-02 1.000000000000000082e-05
1.932796747824695682e+00 1.100140657184047258e-02 1.000000000000000082e-05
1.926125960248256330e+00 1.098155483483564086e-02 1.000000000000000082e-05
1.919478195996406011e+00 1.099906621490840883e-02 1.000000000000000082e-05
1.912853375607242112e+00 1.098292870935871184e-02 1.000000000000000082e-05
1.906251419893113974e+00 1.096820148988797428e-02 1.000000000000000082e-05
1.899672249939674984e+00 1.098855174515187168e-02 1.000000000000000082e-05
1.893115787104942660e+00 1.100009993094138577e-02 1.000000000000000082e-05
1.886581953018356517e+00 1.101566047970873458e-02 1.000000000000000082e-05
1.880070669579839704e+00 1.102338967982719777e-02 1.000000000000000082e-05
1.873581858958870194e+00 1.101638933241242888e-02 1.000000000000000082e-05
1.867115443593545088e+00 1.101591226513566960e-02 1.000000000000000082e-05
1.860671346189656239e+00 1.105268922871971427e-02 1.000000000000000082e-05
1.854249489719767219e+00 1.103201805315843706e-02 1.000000000000000082e-05
1.847849797422290719e+00 1.101829643699895472e-02 1.000000000000000082e-05
1.841472192800571728e+00 1.102497423899613527e-02 1.000000000000000082e-05
1.835116599621973377e+00 1.103233479213263160e-02 1.000000000000000082e-05
1.828782941916964777e+00 1.095259250881825200e-02 1.000000000000000082e-05
1.822471143978214414e+00 1.100348611935741093e-02 1.000000000000000082e-05
1.816181130359683538e+00 1.096807552386499379e-02 1.000000000000000082e-05
1.809912825875726661e+00 1.099713370859398305e-02 1.000000000000000082e-05
1.803666155600190946e+00 1.099208567040823106e-02 1.000000000000000082e-05
1.797441044865519366e+00 1.100065186515910079e-02 1.000000000000000082e-05
1.791237419261862085e+00 1.096812132882472347e-02 1.000000000000000082e-05
1.785055204636183612e+00 1.096851032960881496e-02 1.000000000000000082e-05
1.778894327091378846e+00 1.097212766507683381e-02 1.000000000000000082e-05
1.772754712985387560e+00 1.096408001712216758e-02 1.000000000000000082e-05
1.766636288930314658e+00 1.094339794971250883e-02 1.000000000000000082e-05
1.760538981791555102e+00 1.092989942976229333e-02 1.000000000000000082e-05
1.754462718686916833e+00 1.092182262477500894e-02 1.000000000000000082e-05
1.748407426985751467e+00 1.091644616401682075e-02 1.000000000000000082e-05
1.742373034308085433e+00 1.090228546481761436e-02 1.000000000000000082e-05
1.736359468523754224e+00 1.090790044385633178e-02 1.000000000000000082e-05
1.730366657751541970e+00 1.092239982209155039e-02 1.000000000000000082e-05
1.724394530358320354e+00 1.090503762928016381e-02 1.000000000000000082e-05
1.718443014958193293e+00 1.087224867871310237e-02 1.000000000000000082e-05
1.712512040411644287e+00 1.088990670666589722e-02 1.000000000000000082e-05
1.706601535824683546e+00 1.084940895145011450e-02 1.000000000000000082e-05
1.700711430548004000e+00 1.086604414230516943e-02 1.000000000000000082e-05
1.694841654176134194e+00 1.084792432799238510e-02 1.000000000000000082e-05
1.688992136546598521e+00 1.084593236860069594e-02 1.000000000000000082e-05
1.683162807739077449e+00 1.083092026541320439e-02 1.000000000000000082e-05
1.677353598074570851e+00 1.085173200565109700e-02 1.000000000000000082e-05
1.671564438114567119e+00 1.087107889428405236e-02 1.000000000000000082e-05
1.665795258660213385e+00 1.087876961109852242e-02 1.000000000000000082e-05
1.660045990751485512e+00 1.084291782601973404e-02 1.000000000000000082e-05
1.654316565666367200e+00 1.083590727071518517e-02 1.000000000000000082e-05
1.648606914920025091e+00 1.083437754306369391e-02 1.000000000000000082e-05
1.642916970263993637e+00 1.083919211403820866e-02 1.000000000000000082e-05
1.637246663685356651e+00 1.084991493785681695e-02 1.000000000000000082e-05
1.631595927405935953e+00 1.083986976391753017e-02 1.000000000000000082e-05
1.625964693881481571e+00 1.085188229199293003e-02 1.000000000000000082e-05
1.620352895800860393e+00 1.085827819789441338e-02 1.000000000000000082e-05
1.614760466085257251e+00 1.085244048199521943e-02 1.000000000000000082e-05
1.609187337887370006e+00 1.084377084136288125e-02 1.000000000000000082e-05
1.603633444590610413e+00 1.085342017575695837e-02 1.000000000000000082e-05
1.598098719808308532e+00 1.084991893466954321e-02 1.000000000000000082e-05
1.592583097382920032e+00 1.085364664154680678e-02 1.000000000000000082e-05
1.587086511385232601e+00 1.087130649453080418e-02 1.000000000000000082e-05
1.581608896113581242e+00 1.087551027468830998e-02 1.000000000000000082e-05
1.576150186093060457e+00 1.086368110852749085e-02 1.000000000000000082e-05
1.570710316074743762e+00 1.087393611156747125e-02 1.000000000000000082e-05
1.565289221034901423e+00 1.091177111345477749e-02 1.000000000000000082e-05
1.559886836174224412e+00 1.091189000106523518e-02 1.000000000000000082e-05
1.554503096917050353e+00 1.092054264623243398e-02 1.000000000000000082e-05
1.549137938910590817e+00 1.094312834676823207e-02 1.000000000000000082e-05
1.543791298024162373e+00 1.094104268036084730e-02 1.000000000000000082e-05
1.538463110348420537e+00 1.095066444204042914e-02 1.000000000000000082e-05
1.533153312194593498e+00 1.095994782643244445e-02 1.000000000000000082e-05
1.527861840093724721e+00 1.094274437338399811e-02 1.000000000000000082e-05
1.522588630795911113e+00 1.096748261400539229e-02 1.000000000000000082e-05
1.517333621269548738e+00 1.096254176191061719e-02 1.000000000000000082e-05
1.512096748700578752e+00 1.098371876244313636e-02 1.000000000000000082e-05
1.506877950491735341e+00 1.096570728923570298e-02 1.000000000000000082e-05
1.501677164261799868e+00 1.102700018501186902e-02 1.000000000000000082e-05
1.496494327844854144e+00 1.101096386120358449e-02 1.000000000000000082e-05
1.491329379289536794e+00 1.099107017523474200e-02 1.000000000000000082e-05
1.486182256858303852e+00 1.101135032975811105e-02 1.000000000000000082e-05
1.481052899026688685e+00 1.100985749557336323e-02 1.000000000000000082e-05
1.475941244482569692e+00 1.102388408859466228e-02 1.000000000000000082e-05
1.470847232125435111e+00 1.102522677550433691e-02 1.000000000000000082e-05
1.465770801065653384e+00 1.101377531217578518e-02 1.000000000000000082e-05
1.460711890623745735e+00 1.101364365865064275e-02 1.000000000000000082e-05
1.455670440329659421e+00 1.104944051953811283e-02 1.000000000000000082e-05
1.450646389922046753e+00 1.105088846370869300e-02 1.000000000000000082e-05
1.445639679347544115e+00 1.105679516166774637e-02 1.000000000000000082e-05
1.440650248760053431e+00 1.102047662552562389e-02 1.000000000000000082e-05
1.435678038520027844e+00 1.105404003179006993e-02 1.000000000000000082e-05
1.430722989193757622e+00 1.105631229918857365e-02 1.000000000000000082e-05
1.425785041552661170e+00 1.105134829745461206e-02 1.000000000000000082e-05
1.420864136572576264e+00 1.106789524777040089e-02 1.000000000000000082e-05
1.415960215433054614e+00 1.104234628796081467e-02 1.000000000000000082e-05
1.411073219516658872e+00 1.103652585731450773e-02 1.000000000000000082e-05
1.406203090408260969e+00 1.105261663497003610e-02 1.000000000000000082e-05
1.401349769894345787e+00 1.104229480848809702e-02 1.000000000000000082e-05
1.396513199962314378e+00 1.103382299374056942e-02 1.000000000000000082e-05
1.391693322799789856e+00 1.102740604661807226e-02 1.000000000000000082e-05
1.386890080793927060e+00 1.103112574135313786e-02 1.000000000000000082e-05
1.382103416530724660e+00 1.103294360022853346e-02 1.000000000000000082e-05
1.377333272794336594e+00 1.103699068497121516e-02 1.000000000000000082e-05
1.372579592566390394e+00 1.105942743468583261e-02 1.000000000000000082e-05
1.367842319025305065e+00 1.105721312989133356e-02 1.000000000000000082e-05
1.363121395545610959e+00 1.104406210913678153e-02 1.000000000000000082e-05
1.358416765697274764e+00 1.103492503450481318e-02 1.000000000000000082e-05
1.353728373245021821e+00 1.102060574639661047e-02 1.000000000000000082e-05
1.349056162147667770e+00 1.101306284183705894e-02 1.000000000000000082e-05
1.344400076557446422e+00 1.101685265404101291e-02 1.000000000000000082e-05
1.339760060819342069e+00 1.097760589221453455e-02 1.000000000000000082e-05
1.335136059470425796e+00 1.098745994064004652e-02 1.000000000000000082e-05
1.330528017239190008e+00 1.090942741582997220e-02 1.000000000000000082e-05
1.325935879044890520e+00 1.085150243055903359e-02 1.000000000000000082e-05
1.321359589996886630e+00 1.082642345044221646e-02 1.000000000000000082e-05
1.316799095393985208e+00 1.082023643670245588e-02 1.000000000000000082e-05
1.312254340723786994e+00 1.081707943272538011e-02 1.000000000000000082e-05
1.307725271662034672e+00 1.079435045291505038e-02 1.000000000000000082e-05
1.303211834071963615e+00 1.081746686013327838e-02 1.000000000000000082e-05
1.298713974003655958e+00 1.080036661294059286e-02 1.000000000000000082e-05
1.294231637693393555e+00 1.077468273641157999e-02 1.000000000000000082e-05
1.289764771563017609e+00 1.077177262231998611e-02 1.000000000000000082e-05
1.285313322219285626e+00 1.077204856264302180e-02 1.000000000000000082e-05
1.280877236453235923e+00 1.077703737761427118e-02 1.000000000000000082e-05
1.276456461239549922e+00 1.075564279660476581e-02 1.000000000000000082e-05
1.272050943735919315e+00 1.077954803078066265e-02 1.000000000000000082e-05
1.267660631282413242e+00 1.077403494854077201e-02 1.000000000000000082e-05
1.263285471400849236e+00 1.076671947510133252e-02 1.000000000000000082e-05
1.258925411794167060e+00 1.073460388160294918e-02 1.000000000000000082e-05
1.254580400345802538e+00 1.075726668951605160e-02 1.000000000000000082e-05
1.250250385119064500e+00 1.076530293463389028e-02 1.000000000000000082e-05
1.245935314356514167e+00 1.077185256809251764e-02 1.000000000000000082e-05
1.241635136479347201e+00 1.078455851782240786e-02 1.000000000000000082e-05
1.237349800086775753e+00 1.079609010079051433e-02 1.000000000000000082e-05
1.233079253955415622e+00 1.078514967661935685e-02 1.000000000000000082e-05
1.228823447038672745e+00 1.080143737221397719e-02 1.000000000000000082e-05
1.224582328466133463e+00 1.080411652445980968e-02 1.000000000000000082e-05
1.220355847542956784e+00 1.080508874459859721e-02 1.000000000000000082e-05
1.216143953749267981e+00 1.081989759552470787e-02 1.000000000000000082e-05
1.211946596739555293e+00 1.082881101357184746e-02 1.000000000000000082e-05
1.207763726342066857e+00 1.082714529878960399e-02 1.000000000000000082e-05
1.203595292558212515e+00 1.085926236920702753e-02 1.000000000000000082e-05
1.199441245561964964e+00 1.084384321021813168e-02 1.000000000000000082e-05
1.195301535699265560e+00 1.086626680366884097e-02 1.000000000000000082e-05
1.191176113487429022e+00 1.087006295136041904e-02 1.000000000000000082e-05
1.187064929614553677e+00 1.088984382557739092e-02 1.000000000000000082e-05
1.182967934938930599e+00 1.088680542603544070e-02 1.000000000000000082e-05
1.178885080488457193e+00 1.089589564681913390e-02 1.000000000000000082e-05
1.174816317460051440e+00 1.094802805530347388e-02 1.000000000000000082e-05
1.170761597219068806e+00 1.090759338401713768e-02 1.000000000000000082e-05
1.166720871298720041e+00 1.092226720096789450e-02 1.000000000000000082e-05
1.162694091399492979e+00 1.091434590998556671e-02 1.000000000000000082e-05
1.158681209388574773e+00 1.092211354189924662e-02 1.000000000000000082e-05
1.154682177299276358e+00 1.091392786994359841e-02 1.000000000000000082e-05
1.150696947330458908e+00 1.089691371153487728e-02 1.000000000000000082e-05
1.146725471845963629e+00 1.089030194367633306e-02 1.000000000000000082e-05
1.142767703374040211e+00 1.091919324157881316e-02 1.000000000000000082e-05
1.138823594606781953e+00 1.088076545728929728e-02 1.000000000000000082e-05
1.134893098399558653e+00 1.095537793640761863e-02 1.000000000000000082e-05
1.130976167770452845e+00 1.091793786027477238e-02 1.000000000000000082e-05
1.127072755899699796e+00 1.087561595430267675e-02 1.000000000000000082e-05
1.123182816129126183e+00 1.089244851848237584e-02 1.000000000000000082e-05
1.119306301961593197e+00 1.089456626379741930e-02 1.000000000000000082e-05
1.115443167060440777e+00 1.087049755492711621e-02 1.000000000000000082e-05
1.111593365248933596e+00 1.089018566252027836e-02 1.000000000000000082e-05
1.107756850509709068e+00 1.086409282397937659e-02 1.000000000000000082e-05
1.103933576984227338e+00 1.082969794980215283e-02 1.000000000000000082e-05
1.100123498972222835e+00 1.084871128776180443e-02 1.000000000000000082e-05
1.096326570931159150e+00 1.084172852496688086e-02 1.000000000000000082e-05
1.092542747475682585e+00 1.082844145446415496e-02 1.000000000000000082e-05
1.088771983377081920e+00 1.075567563684805446e-02 1.000000000000000082e-05
1.085014233562746178e+00 1.071404163921075604e-02 1.000000000000000082e-05
1.081269453115626833e+00 1.067690468045266391e-02 1.000000000000000082e-05
1.077537597273700021e+00 1.068163086993059556e-02 1.000000000000000082e-05
1.073818621429432074e+00 1.067523804952176004e-02 1.000000000000000082e-05
1.070112481129246618e+00 1.066744308857892065e-02 1.000000000000000082e-05
1.066419132072992548e+00 1.067534704239283053e-02 1.000000000000000082e-05
1.062738530113414459e+00 1.066362471010172397e-02 1.000000000000000082e-05
1.059070631255625727e+00 1.069164604941127278e-02 1.000000000000000082e-05
1.055415391656582269e+00 1.067115056802728917e-02 1.000000000000000082e-05
1.051772767624557403e+00 1.068080406385591222e-02 1.000000000000000082e-05
1.048142715618621823e+00 1.069747114508546627e-02 1.000000000000000082e-05
1.044525192248120904e+00 1.069511073247698431e-02 1.000000000000000082e-05
1.040920154272157561e+00 1.069988127526882646e-02 1.000000000000000082e-05
1.037327558599074662e+00 1.069607548150923633e-02 1.000000000000000082e-05
1.033747362285940108e+00 1.071191503705132969e-02 1.000000000000000082e-05
1.030179522538033465e+00 1.072023520035586888e-02 1.000000000000000082e-05
1.026623996708334374e+00 1.074273276962746729e-02 1.000000000000000082e-05
1.023080742297013623e+00 1.075601433557310874e-02 1.000000000000000082e-05
1.019549716950923779e+00 1.076212440826268893e-02 1.000000000000000082e-05
1.016030878463093812e+00 1.074469448546394243e-02 1.000000000000000082e-05
1.012524184772224167e+00 1.076320364405511550e-02 1.000000000000000082e-05
1.009029593962184501e+00 1.077914860520404888e-02 1.000000000000000082e-05
1.005547064261512080e+00 1.079519470638738016e-02 1.000000000000000082e-05
1.002076554042913292e+00 1.079258755282261513e-02 1.000000000000000082e-05
9.986180218227644900e-01 1.080667248384241559e-02 1.000000000000000082e-05
9.951714262606181638e-01 1.082832190414688596e-02 1.000000000000000082e-05
9.917367261587071159e-01 1.084223550971658359e-02 1.000000000000000082e-05
9.883138804614532980e-01 1.082264846817246502e-02 1.000000000000000082e-05
9.849028482549762042e-01 1.086198745248428271e-02 1.000000000000000082e-05
9.815035887666034853e-01 1.085574986071855159e-02 1.000000000000000082e-05
9.781160613643850033e-01 1.085311091889068838e-02 1.000000000000000082e-05
9.747402255566062212e-01 1.083725949012786724e-02 1.000000000000000082e-05
9.713760409913038130e-01 1.086224831778264018e-02 1.000000000000000082e-05
9.680234674557843810e-01 1.085403668417720541e-02 1.000000000000000082e-05
9.646824648761423981e-01 1.086982683527318999e-02 1.000000000000000082e-05
9.613529933167831443e-01 1.086489527929478463e-02 1.000000000000000082e-05
9.580350129799434233e-01 1.088526932816281413e-02 1.000000000000000082e-05
9.547284842052168319e-01 1.085666674381640870e-02 1.000000000000000082e-05
9.514333674690795828e-01 1.086603799896032792e-02 1.000000000000000082e-05
9.481496233844181054e-01 1.084944974941055677e-02 1.000000000000000082e-05
9.448772127000578669e-01 1.086114851166323364e-02 1.000000000000000082e-05
9.416160963002947470e-01 1.089129948317581545e-02 1.000000000000000082e-05
9.383662352044269683e-01 1.088599149825488291e-02 1.000000000000000082e-05
9.351275905662896903e-01 1.089967275764285384e-02 1.000000000000000082e-05
9.319001236737901595e-01 1.089068762853282954e-02 1.000000000000000082e-05
9.286837959484450788e-01 1.090815824896979383e-02 1.000000000000000082e-05
9.254785689449199770e-01 1.079350581158914496e-02 1.000000000000000082e-05
9.222844043505689093e-01 1.073218499647055069e-02 1.000000000000000082e-05
9.191012639849770460e-01 1.077740833298544351e-02 1.000000000000000082e-05
9.159291097995042596e-01 1.077568041601422930e-02 1.000000000000000082e-05
9.127679038768297115e-01 1.073316802241570944e-02 1.000000000000000082e-05
9.096176084304995468e-01 1.069659932143124034e-02 1.000000000000000082e-05
9.064781858044744789e-01 1.072460785693552833e-02 1.000000000000000082e-05
9.033495984726801487e-01 1.071514755307681303e-02 1.000000000000000082e-05
9.002318090385583726e-01 1.074529261912223616e-02 1.000000000000000082e-05
8.971247802346199451e-01 1.070553546569040157e-02 1.000000000000000082e-05
8.940284749219998828e-01 1.071285584834177212e-02 1.000000000000000082e-05
8.909428560900120031e-01 1.070737672460395258e-02 1.000000000000000082e-05
8.878678868557084991e-01 1.065625020708602273e-02 1.000000000000000082e-05
8.848035304634381815e-01 1.062805108690029546e-02 1.000000000000000082e-05
8.817497502844059420e-01 1.062500338520613700e-02 1.000000000000000082e-05
8.787065098162369914e-01 1.061769788372128771e-02 1.000000000000000082e-05
8.756737726825390977e-01 1.063750034663804404e-02 1.000000000000000082e-05
8.726515026324686009e-01 1.063840946073923988e-02 1.000000000000000082e-05
8.696396635402963149e-01 1.064863764124387123e-02 1.000000000000000082e-05
8.666382194049767618e-01 1.065990903436696800e-02 1.000000000000000082e-05
